modelo,accuracy,precision,recall,f1
cnn_pequena,0.6192932187201529,0.6212633221100359,0.6192932187201529,0.6109985448498718
cnn_dropout,0.6024832855778415,0.6009912061873507,0.6024832855778415,0.5850984251461511
