modelo,acuracia,precisao,revocacao,f1_score
cnn_pequena,0.617191977077364,0.6149398587666468,0.617191977077364,0.6068348830699871
cnn_dropout,0.5984718242597898,0.6104940151836183,0.5984718242597898,0.579753657469787
