modelo,accuracy,precision,recall,f1_score
rede_basica,0.6106972301814708,0.6180965713763075,0.6106972301814708,0.6022107339320566
rede_profunda,0.6448901623686724,0.6445498746668615,0.6448901623686724,0.636860659335531
